episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Asia-Low_2026.07.01__ep4,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,112.8,36.75857,0.030686721491069973,43200.0,True,2026-07-01 12:00:00
Equal-High_2026.07.01 11:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,0.7,5.15929,0.0013567758354347205,,False,2026-07-01 11:30:00
Equal-High_2026.07.01 12:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,1.6,4.055,0.003945745992601727,,False,2026-07-01 12:30:00
Asia-High_2026.07.01__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,24.6,8.03714,0.03060790281119901,51300.0,True,2026-07-01 14:15:00
Daily-High_2026.06.30__ep1,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,20.7,18.64143,0.011104298329044499,163800.0,True,2026-07-01 21:30:00
Daily-High_2026.06.30__ep2,w4,TRUE_BREAK_OBSERVED,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,2.7,6.755,0.003997039230199852,164700.0,True,2026-07-01 21:45:00
Weekly-High_2026.06.28__ep4,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,357.4,35.60071,0.10039125624179968,720000.0,True,2026-07-06 08:00:00
Equal-Low_2026.07.06 05:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,38.0,5.74429,0.06615264897837679,,False,2026-07-06 06:00:00
Equal-High_2026.07.06 22:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,1.0,6.00786,0.0016644861897580836,,False,2026-07-06 22:15:00
Daily-Low_2026.07.06__ep5,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,40.5,7.70786,0.05254376701185543,121500.0,True,2026-07-07 09:45:00
Daily-Low_2026.07.06__ep13,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,439.5,29.50357,0.14896502355477662,144000.0,True,2026-07-07 16:00:00
Equal-High_2026.07.07 15:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,STRONG_TREND,DOWN,DETECTOR,25.4,11.77929,0.021563269093468285,,False,2026-07-07 15:30:00
Equal-High_2026.07.07 18:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,3.5,11.25071,0.003110914777822911,,False,2026-07-07 19:00:00
Asia-Low_2026.07.08__ep3,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,156.7,32.39357,0.048373797639469814,14400.0,True,2026-07-08 04:00:00
Equal-High_2026.07.08 09:25__ep1,w4,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,21.3,4.68143,0.045498918065633796,,False,2026-07-08 09:30:00
Equal-Low_2026.07.08 10:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,66.8,6.88429,0.09703251896709755,,False,2026-07-08 10:45:00
Equal-Low_2026.07.08 10:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,RANGING,UP,DETECTOR,44.4,16.57143,0.026793101138525763,,False,2026-07-08 11:00:00
Equal-Low_2026.07.08 10:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,4.7,6.99786,0.006716338995064205,,False,2026-07-08 11:00:00
Equal-Low_2026.07.08 17:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,4.4,14.70786,0.0029915976899426567,,False,2026-07-08 18:00:00
Equal-Low_2026.07.08 19:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,160.8,12.68857,0.12672822863411717,,False,2026-07-08 19:45:00
Equal-High_2026.07.09 07:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,0.9,3.68071,0.0024451804135615144,,False,2026-07-09 08:00:00
Equal-Low_2026.07.09 08:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,19.9,7.60357,0.026171916612854222,,False,2026-07-09 08:15:00
Asia-High_2026.07.09__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,1.8,15.36714,0.001171330514331229,39600.0,True,2026-07-09 11:00:00
Asia-High_2026.07.09__ep2,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,42.2,7.31571,0.0576840798774145,45900.0,True,2026-07-09 12:45:00
Asia-High_2026.07.09__ep7,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,18.2,6.46357,0.028157813715949546,53100.0,True,2026-07-09 14:45:00
Asia-High_2026.07.09__ep8,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,8.4,11.26857,0.007454361999792343,55800.0,True,2026-07-09 15:30:00
Asia-High_2026.07.09__ep9,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,3.8,14.75,0.0025762711864406778,57600.0,True,2026-07-09 16:00:00
Daily-High_2026.07.08__ep3,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,60.9,16.13571,0.03774237390235695,151200.0,True,2026-07-09 18:00:00
Daily-High_2026.07.08__ep5,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,57.6,15.10571,0.03813127618628982,158400.0,True,2026-07-09 20:00:00
Asia-High_2026.07.10__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,73.5,103.80571,0.007080535357833398,0.0,True,2026-07-10 00:00:00
Equal-Low_2026.07.10 04:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,25.8,6.62,0.03897280966767372,,False,2026-07-10 05:00:00
Equal-High_2026.07.10 05:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,10.0,5.57286,0.017944107693356734,,False,2026-07-10 05:15:00
Equal-Low_2026.07.10 07:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,2.8,3.75929,0.007448214955483615,,False,2026-07-10 07:15:00
Asia-Low_2026.07.10__ep1,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,672.4,103.80571,0.06477485679737656,0.0,True,2026-07-10 00:00:00
Asia-Low_2026.07.10__ep3,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,68.5,6.48857,0.10557025662048804,54900.0,True,2026-07-10 15:15:00
Asia-Low_2026.07.10__ep4,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,49.2,15.11714,0.03254583869700221,68400.0,True,2026-07-10 19:00:00
Equal-Low_2026.07.10 14:40__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,28.6,3.70429,0.07720777800874123,,False,2026-07-10 14:45:00
Equal-Low_2026.07.10 16:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,39.8,9.63429,0.041310776403865775,,False,2026-07-10 16:45:00
Equal-High_2026.07.10 17:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,11.7,6.86286,0.01704828599155454,,False,2026-07-10 17:30:00
Daily-Low_2026.07.10__ep1,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,37.0,17.40571,0.02125739197079579,266400.0,True,2026-07-13 02:00:00
Daily-Low_2026.07.10__ep9,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,9.3,10.14786,0.009164493794750816,299700.0,True,2026-07-13 11:15:00
Daily-Low_2026.07.10__ep12,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,16.5,18.985,0.008691071898867527,302400.0,True,2026-07-13 12:00:00
Asia-High_2026.07.13__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,86.7,102.185,0.008484611244311787,0.0,True,2026-07-13 00:00:00
Equal-Low_2026.07.13 09:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,31.6,5.18143,0.06098702481747317,,False,2026-07-13 10:00:00
Weekly-Low_2026.07.05__ep11,w4,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,27.2,12.52286,0.021720277955674664,903600.0,True,2026-07-15 11:00:00
Daily-High_2026.07.13__ep2,w4,TRUE_BREAK_OBSERVED,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,261.7,17.57571,0.14889867891538947,144000.0,True,2026-07-14 16:00:00
Equal-Low_2026.07.15 15:00__ep1,w4,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,248.6,14.565,0.17068314452454517,,False,2026-07-15 16:00:00
Asia-High_2026.07.15__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,2.8,8.11929,0.0034485774002406613,58500.0,True,2026-07-15 16:15:00
Asia-High_2026.07.15__ep4,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,DOWN,DETECTOR,5.5,15.30929,0.0035925898588373465,61200.0,True,2026-07-15 17:00:00
Asia-High_2026.07.15__ep11,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,283.9,37.19571,0.07632600641310516,72000.0,True,2026-07-15 20:00:00
Asia-High_2026.07.15__ep12,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,29.9,18.51643,0.01614782115126944,79200.0,True,2026-07-15 22:00:00
Asia-High_2026.07.16__ep2,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,16.7,38.50929,0.004336615917873324,0.0,True,2026-07-16 00:00:00
Asia-Low_2026.07.17__ep1,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,12.1,99.14786,0.001220399512405008,0.0,True,2026-07-17 00:00:00
Equal-Low_2026.07.17 05:30__ep1,w4,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,16.9,7.60214,0.022230582441259958,,False,2026-07-17 05:45:00
Equal-High_2026.07.17 12:25__ep1,w4,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,7.6,4.49857,0.016894257508497143,,False,2026-07-17 12:30:00
Equal-Low_2026.07.17 16:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,VOLATILE,UP,DETECTOR,28.1,10.44286,0.026908337371179928,,False,2026-07-17 17:00:00
Equal-Low_2026.07.17 17:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,2.1,9.83143,0.002136006664340793,,False,2026-07-17 17:15:00
Asia-Low_2026.07.20__ep1,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,463.9,97.42571,0.04761576795283299,0.0,True,2026-07-20 00:00:00
Equal-High_2026.07.20 05:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,RANGING,DOWN,DETECTOR,20.9,11.61357,0.017996188941040523,,False,2026-07-20 05:30:00
Daily-High_2026.07.17__ep3,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,23.1,8.825,0.026175637393767708,285300.0,True,2026-07-20 07:15:00
Daily-High_2026.07.17__ep5,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,50.6,15.935,0.03175400062754942,288000.0,True,2026-07-20 08:00:00
Daily-High_2026.07.17__ep8,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,49.3,15.7,0.03140127388535032,302400.0,True,2026-07-20 12:00:00
Asia-High_2026.07.20__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,33.7,15.91286,0.02117783981006557,54000.0,True,2026-07-20 15:00:00
Equal-Low_2026.07.20 19:40__ep1,w4,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,29.9,3.74214,0.07990080542149679,,False,2026-07-20 19:45:00
Equal-Low_2026.07.21 00:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H4,BUY,RANGING,DOWN,DETECTOR,75.1,30.41857,0.024688866044656275,,False,2026-07-21 04:00:00
Asia-Low_2026.07.21__ep2,w4,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_H4,BUY,RANGING,DOWN,DETECTOR,247.1,30.41857,0.0812332729645082,14400.0,True,2026-07-21 04:00:00
Daily-High_2026.07.20__ep2,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,27.1,14.175,0.019118165784832452,108000.0,True,2026-07-21 06:00:00
Equal-Low_2026.07.21 15:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,5.7,3.49786,0.016295677928790747,,False,2026-07-21 15:30:00
Equal-High_2026.07.22 15:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,95.3,7.32714,0.13006439074454698,,False,2026-07-22 16:00:00
Equal-Low_2026.07.22 15:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,2.8,4.82929,0.005797953736470578,,False,2026-07-22 16:00:00
Equal-Low_2026.07.22 20:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,19.0,3.61071,0.05262122961965929,,False,2026-07-22 20:30:00
Asia-High_2026.07.22__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,10.9,7.29929,0.014932959233021294,74700.0,True,2026-07-22 20:45:00
Equal-Low_2026.07.23 02:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,16.8,4.54429,0.03696947157861844,,False,2026-07-23 03:00:00
Weekly-High_2026.07.12__ep2,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,STRONG_TREND,DOWN,DETECTOR,86.3,14.07071,0.0613330812730843,990000.0,True,2026-07-23 11:00:00
Weekly-High_2026.07.12__ep4,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,546.2,88.24429,0.06189635612683835,1036800.0,True,2026-07-24 00:00:00
Daily-Low_2026.07.22__ep2,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,89.2,15.02643,0.059362070698096625,140400.0,True,2026-07-23 15:00:00
Daily-Low_2026.07.23__ep1,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,33.8,12.58357,0.02686042196292467,104400.0,True,2026-07-24 05:00:00
Daily-High_2026.07.24__ep1,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,WEAK_TREND,DOWN,DETECTOR,60.2,9.44643,0.06372777864230192,318600.0,True,2026-07-27 16:30:00
Equal-High_2026.07.28 17:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,65.8,5.62929,0.11688863071541881,,False,2026-07-28 17:15:00
Asia-Low_2026.07.28__ep4,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,25.9,27.27857,0.009494632599876021,72000.0,True,2026-07-28 20:00:00
Asia-High_2026.07.29__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,388.6,82.46143,0.047125061983523696,0.0,True,2026-07-29 00:00:00
Daily-Low_2026.07.28__ep2,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,68.4,7.77929,0.08792576186258644,102600.0,True,2026-07-29 04:30:00
Equal-Low_2026.07.29 00:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,43.9,26.31571,0.016682050379792146,,False,2026-07-29 04:00:00
Asia-High_2026.07.30__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,340.5,29.80357,0.11424805820242341,0.0,True,2026-07-30 00:00:00
Equal-High_2026.07.30 07:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,17.6,27.75143,0.006342015528569159,,False,2026-07-30 08:00:00
Equal-High_2026.07.30 08:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,142.1,28.36786,0.05009189977671915,,False,2026-07-30 09:00:00
Equal-High_2026.07.30 08:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,STRONG_TREND,DOWN,DETECTOR,42.6,13.50286,0.03154887186862635,,False,2026-07-30 09:00:00
Equal-High_2026.07.30 10:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,89.5,27.72929,0.03227634028855409,,False,2026-07-30 11:00:00
Asia-High_2026.07.31__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,UP,DETECTOR,80.5,87.21,0.009230592821924092,0.0,True,2026-07-31 00:00:00
Asia-Low_2026.07.31__ep1,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,UP,DETECTOR,725.9,87.21,0.08323586744639377,0.0,True,2026-07-31 00:00:00
Daily-Low_2026.07.30__ep4,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,147.6,37.45429,0.0394080357683993,158400.0,True,2026-07-31 20:00:00
Asia-High_2026.08.03__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,DOWN,DETECTOR,664.5,84.18429,0.07893396737087169,0.0,True,2026-08-03 00:00:00
Asia-Low_2026.08.03__ep4,w4,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,2.3,14.18929,0.0016209408645534765,57600.0,True,2026-08-03 16:00:00
Equal-Low_2026.08.04 14:00__ep1,w4,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M30,BUY,RANGING,UP,DETECTOR,66.4,7.77143,0.08544116076449251,,False,2026-08-04 14:30:00
Daily-High_2026.08.03__ep3,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,112.6,14.58429,0.07720636383396105,144000.0,True,2026-08-04 16:00:00
Asia-High_2026.08.05__ep6,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,75.8,17.45786,0.043418838276856386,39600.0,True,2026-08-05 11:00:00
Asia-High_2026.08.05__ep7,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,178.9,30.39643,0.058855595870962486,43200.0,True,2026-08-05 12:00:00
Equal-Low_2026.08.05 11:40__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,39.9,3.76643,0.10593585968675909,,False,2026-08-05 11:45:00
Monthly-High_2026.07.01__ep2,w4,INVALIDATED_NO_BREAK,Monthly-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,191.0,20.51929,0.093083142740319,3081600.0,True,2026-08-05 16:00:00
Daily-High_2026.08.05__ep13,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,4.8,22.01857,0.0021799780821370324,147600.0,True,2026-08-06 17:00:00
Equal-Low_2026.08.06 10:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,27.8,4.63214,0.06001545721847786,,False,2026-08-06 10:15:00
Equal-High_2026.08.06 11:00__ep1,w4,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,7.3,14.03786,0.005200222825986297,,False,2026-08-06 11:30:00
Equal-Low_2026.08.06 19:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,8.1,7.34,0.01103542234332425,,False,2026-08-06 19:30:00
Equal-Low_2026.08.07 19:40__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,1.8,5.87143,0.0030656926847463057,,False,2026-08-07 19:45:00
Asia-High_2026.08.10__ep4,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,4.0,7.77357,0.005145640934602763,38700.0,True,2026-08-10 10:45:00
Asia-High_2026.08.10__ep8,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,29.0,15.875,0.01826771653543307,72000.0,True,2026-08-10 20:00:00
Equal-High_2026.08.10 11:30__ep2,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,44.5,10.90571,0.040804312603214286,,False,2026-08-10 12:00:00
Asia-Low_2026.08.11__ep1,w4,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,743.0,94.35429,0.0787457570821634,0.0,True,2026-08-11 00:00:00
Equal-Low_2026.08.11 07:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,13.3,4.38786,0.030310903264917297,,False,2026-08-11 08:00:00
Daily-High_2026.08.10__ep4,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,27.0,19.23714,0.014035350369129715,144000.0,True,2026-08-11 16:00:00
Weekly-High_2026.08.02__ep5,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,26.4,17.85071,0.01478932770741332,853200.0,True,2026-08-11 21:00:00
Weekly-High_2026.08.02__ep11,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,36.1,93.57786,0.003857750113114363,864000.0,True,2026-08-12 00:00:00
Weekly-High_2026.08.02__ep20,w4,TRUE_BREAK_OBSERVED,Weekly-High,PERIOD_M30,SELL,WEAK_TREND,DOWN,DETECTOR,87.4,14.48,0.06035911602209945,1024200.0,True,2026-08-13 20:30:00
Equal-Low_2026.08.11 10:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,32.8,6.25571,0.052432098035235006,,False,2026-08-11 10:30:00
Asia-High_2026.08.12__ep5,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,51.1,12.56143,0.04068008180597273,71100.0,True,2026-08-12 19:45:00
Asia-High_2026.08.12__ep6,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,DOWN,DETECTOR,143.3,20.88357,0.06861853600701413,72000.0,True,2026-08-12 20:00:00
Equal-Low_2026.08.12 15:25__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,UP,DETECTOR,197.2,4.48643,0.4395477027391489,,False,2026-08-12 15:30:00
Daily-High_2026.08.11__ep1,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,CHOPPY,UP,DETECTOR,65.9,11.15643,0.05906907496394456,143100.0,True,2026-08-12 15:45:00
Equal-High_2026.08.12 16:40__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,1.0,10.25357,0.0009752700766659807,,False,2026-08-12 16:45:00
Equal-High_2026.08.13 06:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,48.1,12.09643,0.03976379807926802,,False,2026-08-13 06:15:00
Daily-Low_2026.08.13__ep1,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,40.2,6.98929,0.057516571783400035,126900.0,True,2026-08-14 11:15:00
Daily-Low_2026.08.13__ep2,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,20.2,9.76357,0.020689153659982976,127800.0,True,2026-08-14 11:30:00
