episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Daily-High_2026.04.30__ep4,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,91.4,18.52,0.04935205183585314,156600.0,True,2026-05-01 19:30:00
Asia-High_2026.05.04__ep4,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,230.3,41.49214,0.05550448831995651,14400.0,True,2026-05-04 04:00:00
Equal-Low_2026.05.04 03:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,8.6,4.82857,0.017810656156998863,,False,2026-05-04 03:15:00
Daily-Low_2026.05.01__ep5,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,UP,DETECTOR,81.8,18.855,0.043383717846725005,316800.0,True,2026-05-04 16:00:00
Daily-Low_2026.05.01__ep6,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,58.9,14.02714,0.0419900279030508,317700.0,True,2026-05-04 16:15:00
Monthly-Low_2026.04.01__ep11,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,1.5,12.89143,0.0011635637008462212,4220100.0,True,2026-05-19 20:15:00
Monthly-Low_2026.04.01__ep12,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,104.0,12.59929,0.08254433384738347,4297500.0,True,2026-05-20 17:45:00
Monthly-Low_2026.04.01__ep21,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,30.9,20.53071,0.015050624162535052,4381200.0,True,2026-05-21 17:00:00
Monthly-Low_2026.04.01__ep24,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,330.0,104.90714,0.03145639086147997,4406400.0,True,2026-05-22 00:00:00
Monthly-Low_2026.04.01__ep29,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H4,BUY,RANGING,DOWN,DETECTOR,117.3,35.285,0.03324358792688112,4449600.0,True,2026-05-22 12:00:00
Monthly-Low_2026.04.01__ep33,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,47.7,34.41643,0.013859659470781835,4478400.0,True,2026-05-22 20:00:00
Monthly-Low_2026.04.01__ep34,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,3.4,9.48643,0.0035840669250708644,4806900.0,True,2026-05-26 15:15:00
Monthly-Low_2026.04.01__ep44,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,0.3,16.83571,0.00017819266309528973,4867200.0,True,2026-05-27 08:00:00
Equal-High_2026.05.05 08:10__ep1,w3,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,24.6,3.56,0.06910112359550562,,False,2026-05-05 08:15:00
Asia-High_2026.05.05__ep5,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,RANGING,UP,DETECTOR,41.6,10.70429,0.03886292318313499,48600.0,True,2026-05-05 13:30:00
Asia-High_2026.05.05__ep7,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,DOWN,DETECTOR,84.2,13.28286,0.0633899627038153,50400.0,True,2026-05-05 14:00:00
Equal-Low_2026.05.05 16:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,63.2,39.64357,0.015942055672584485,,False,2026-05-05 20:00:00
Equal-High_2026.05.05 21:25__ep1,w3,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,7.3,2.90786,0.025104372287524157,,False,2026-05-05 21:30:00
Equal-Low_2026.05.06 00:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,638.5,37.28429,0.17125175241368415,,False,2026-05-06 04:00:00
Asia-Low_2026.05.07__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,UP,DETECTOR,1213.3,108.14143,0.1121956682096769,0.0,True,2026-05-07 00:00:00
Asia-High_2026.05.07__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,37.5,20.51714,0.01827740123623468,7200.0,True,2026-05-07 02:00:00
Asia-High_2026.05.07__ep12,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,37.7,20.39357,0.01848621894057784,61200.0,True,2026-05-07 17:00:00
Equal-High_2026.05.07 03:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,2.5,6.28714,0.003976370814074444,,False,2026-05-07 03:15:00
Equal-High_2026.05.07 06:45__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,9.5,9.10286,0.010436280465699792,,False,2026-05-07 07:00:00
Weekly-High_2026.04.26__ep3,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,149.0,42.31143,0.03521507072675161,1022400.0,True,2026-05-07 20:00:00
Weekly-High_2026.04.26__ep11,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,24.3,23.51643,0.010333201085368827,1069200.0,True,2026-05-08 09:00:00
Weekly-High_2026.04.26__ep13,w3,TRUE_BREAK_OBSERVED,Weekly-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,8.9,8.97,0.009921962095875139,1071900.0,True,2026-05-08 09:45:00
Weekly-High_2026.04.26__ep17,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,55.5,20.44357,0.02714790029334407,1094400.0,True,2026-05-08 16:00:00
Equal-High_2026.05.07 15:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,15.9,9.11429,0.01744513286279019,,False,2026-05-07 15:30:00
Daily-High_2026.05.06__ep3,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,79.5,21.46429,0.03703826215542187,158400.0,True,2026-05-07 20:00:00
Equal-High_2026.05.07 23:10__ep1,w3,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,13.1,6.40643,0.02044820594309155,,False,2026-05-07 23:15:00
Daily-Low_2026.05.07__ep7,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,161.5,42.195,0.03827467709444247,100800.0,True,2026-05-08 04:00:00
Equal-High_2026.05.08 04:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,0.7,23.71929,0.0002951184457882171,,False,2026-05-08 05:00:00
Equal-High_2026.05.08 07:00__ep2,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,119.8,23.53929,0.050893633580282156,,False,2026-05-08 08:00:00
Equal-Low_2026.05.08 12:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,8.3,4.57071,0.018159104384220394,,False,2026-05-08 12:45:00
Asia-High_2026.05.08__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,28.8,13.05571,0.022059313511099743,62100.0,True,2026-05-08 17:15:00
Equal-Low_2026.05.08 18:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,58.7,14.97786,0.03919117951429644,,False,2026-05-08 18:30:00
Asia-Low_2026.05.11__ep3,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,73.4,19.01357,0.038604007558811944,7200.0,True,2026-05-11 02:00:00
Daily-Low_2026.05.08__ep2,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,64.6,19.05714,0.033898056056680066,273600.0,True,2026-05-11 04:00:00
Daily-Low_2026.05.08__ep13,w3,TRUE_BREAK_OBSERVED,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,229.1,20.41357,0.11222926710026712,316800.0,True,2026-05-11 16:00:00
Equal-Low_2026.05.11 11:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,34.8,9.015,0.038602329450915136,,False,2026-05-11 11:15:00
Equal-High_2026.05.11 16:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,STRONG_TREND,DOWN,DETECTOR,6.1,14.12,0.0043201133144475925,,False,2026-05-11 16:30:00
Equal-High_2026.05.11 18:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,STRONG_TREND,DOWN,DETECTOR,6.1,22.18714,0.00274934038366369,,False,2026-05-11 19:00:00
Equal-Low_2026.05.12 07:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,2.2,8.98071,0.0024496949573029306,,False,2026-05-12 07:30:00
Equal-High_2026.05.12 13:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,18.7,4.76714,0.039226873974752156,,False,2026-05-12 13:15:00
Equal-High_2026.05.12 15:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,110.7,8.70429,0.12717866707106495,,False,2026-05-12 15:30:00
Asia-Low_2026.05.13__ep4,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,UP,DETECTOR,133.0,13.37786,0.09941799361033828,46800.0,True,2026-05-13 13:00:00
Asia-Low_2026.05.13__ep5,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,23.0,7.74286,0.0297047860867948,58500.0,True,2026-05-13 16:15:00
Asia-Low_2026.05.13__ep6,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,11.5,11.23071,0.010239780031716605,59400.0,True,2026-05-13 16:30:00
Asia-Low_2026.05.13__ep13,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,RANGING,DOWN,DETECTOR,43.4,12.77571,0.0339707147391417,77400.0,True,2026-05-13 21:30:00
Equal-High_2026.05.13 04:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,48.0,7.42571,0.0646402835553772,,False,2026-05-13 04:30:00
Equal-High_2026.05.13 10:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,36.5,7.63357,0.04781511140920958,,False,2026-05-13 10:45:00
Equal-High_2026.05.13 13:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,50.7,7.69,0.0659297789336801,,False,2026-05-13 13:15:00
Equal-High_2026.05.13 19:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,4.6,10.05214,0.004576140006008671,,False,2026-05-13 19:30:00
Asia-Low_2026.05.14__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,UP,DETECTOR,46.1,102.195,0.004510983903322081,0.0,True,2026-05-14 00:00:00
Equal-High_2026.05.14 05:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,35.0,5.91571,0.05916449589313878,,False,2026-05-14 05:45:00
Equal-Low_2026.05.14 05:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,RANGING,DOWN,DETECTOR,2.4,10.00071,0.002399829612097541,,False,2026-05-14 06:00:00
Asia-High_2026.05.14__ep4,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,194.0,34.55429,0.056143535288961224,43200.0,True,2026-05-14 12:00:00
Daily-Low_2026.05.13__ep4,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,74.7,10.09857,0.07397086914285883,146700.0,True,2026-05-14 16:45:00
Daily-Low_2026.05.13__ep6,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,90.9,33.37643,0.02723478814241068,158400.0,True,2026-05-14 20:00:00
Daily-Low_2026.05.13__ep7,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,52.8,7.325,0.07208191126279864,162900.0,True,2026-05-14 21:15:00
Daily-Low_2026.05.13__ep9,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,22.0,17.58571,0.012510157394839334,165600.0,True,2026-05-14 22:00:00
Equal-Low_2026.05.14 12:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,60.1,9.33857,0.06435674841008847,,False,2026-05-14 12:45:00
Equal-Low_2026.05.14 14:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,9.8,3.68857,0.026568561800372505,,False,2026-05-14 14:30:00
Asia-Low_2026.05.15__ep5,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,46.1,13.38786,0.03443418141510294,47700.0,True,2026-05-15 13:15:00
Asia-Low_2026.05.15__ep8,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,63.6,26.37643,0.024112436747505257,64800.0,True,2026-05-15 18:00:00
Asia-Low_2026.05.15__ep9,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,7.1,14.57643,0.004870877162652308,72900.0,True,2026-05-15 20:15:00
Equal-High_2026.05.15 18:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,63.3,9.39286,0.06739161448163818,,False,2026-05-15 18:15:00
Equal-Low_2026.05.18 01:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,113.2,14.08429,0.0803732385516061,,False,2026-05-18 01:30:00
Asia-Low_2026.05.18__ep2,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,DOWN,DETECTOR,1.5,108.08357,0.00013878150027797935,0.0,True,2026-05-18 00:00:00
Asia-High_2026.05.18__ep4,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,22.4,23.65643,0.009468884358290746,43200.0,True,2026-05-18 12:00:00
Asia-High_2026.05.18__ep5,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,16.1,25.47714,0.00631939063803865,54000.0,True,2026-05-18 15:00:00
Equal-Low_2026.05.18 06:30__ep2,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,142.7,19.99357,0.07137294640226832,,False,2026-05-18 07:00:00
Equal-High_2026.05.18 10:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,31.6,12.17143,0.025962438267319452,,False,2026-05-18 10:45:00
Equal-Low_2026.05.19 08:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,47.1,7.94714,0.05926660408650156,,False,2026-05-19 08:30:00
Asia-Low_2026.05.19__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,137.5,16.12286,0.08528263595912884,50400.0,True,2026-05-19 14:00:00
Asia-Low_2026.05.20__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,23.2,106.79286,0.002172429879675476,0.0,True,2026-05-20 00:00:00
Asia-High_2026.05.20__ep1,w3,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,905.8,106.79286,0.0848184045262951,0.0,True,2026-05-20 00:00:00
Asia-High_2026.05.20__ep2,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,DOWN,DETECTOR,19.4,13.72071,0.014139209997150291,63000.0,True,2026-05-20 17:30:00
Daily-Low_2026.05.19__ep11,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,195.6,39.23,0.049859801172572014,129600.0,True,2026-05-20 12:00:00
Equal-High_2026.05.20 14:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,18.6,3.91214,0.04754431078642381,,False,2026-05-20 14:45:00
Equal-Low_2026.05.20 19:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,33.6,19.83143,0.016942802410113644,,False,2026-05-20 20:00:00
Asia-Low_2026.05.21__ep4,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,141.0,17.01,0.08289241622574954,43200.0,True,2026-05-21 12:00:00
Equal-High_2026.05.21 12:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,35.2,9.06143,0.03884596581334293,,False,2026-05-21 12:30:00
Equal-High_2026.05.21 12:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,105.5,9.37143,0.11257620235118866,,False,2026-05-21 12:45:00
Equal-Low_2026.05.21 17:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,6.4,8.57643,0.0074623124073769625,,False,2026-05-21 17:45:00
Equal-Low_2026.05.22 06:10__ep1,w3,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,1.1,3.97857,0.0027648124828770137,,False,2026-05-22 06:15:00
Equal-High_2026.05.22 12:45__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,20.5,7.32571,0.02798363571585553,,False,2026-05-22 13:00:00
Equal-High_2026.05.22 20:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,1.8,4.48643,0.004012098706543956,,False,2026-05-22 20:45:00
Equal-Low_2026.05.25 07:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,7.5,2.61429,0.02868847755987285,,False,2026-05-25 07:15:00
Daily-High_2026.05.25__ep1,w3,TRUE_BREAK_OBSERVED,Daily-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,203.5,11.56214,0.17600547995440294,97200.0,True,2026-05-26 03:00:00
Asia-Low_2026.05.26__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,264.9,99.03143,0.02674908359901498,0.0,True,2026-05-26 00:00:00
Asia-Low_2026.05.26__ep2,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,66.0,9.52786,0.06927053923966137,37800.0,True,2026-05-26 10:30:00
Asia-Low_2026.05.26__ep4,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,7.1,14.62571,0.00485446518493803,43200.0,True,2026-05-26 12:00:00
Daily-Low_2026.05.25__ep3,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,85.9,10.365,0.08287506029908347,109800.0,True,2026-05-26 06:30:00
Daily-Low_2026.05.25__ep4,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,46.6,13.93357,0.033444408001682274,126000.0,True,2026-05-26 11:00:00
Asia-Low_2026.05.27__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,29.7,93.38214,0.0031804796934403086,0.0,True,2026-05-27 00:00:00
Equal-High_2026.05.27 08:00__ep1,w3,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,28.1,6.87714,0.040860008666393305,,False,2026-05-27 08:15:00
Weekly-Low_2026.05.17__ep2,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,19.1,18.70143,0.010213122739811878,941400.0,True,2026-05-27 21:30:00
Weekly-Low_2026.05.17__ep9,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,156.8,26.41357,0.059363425693686994,1015200.0,True,2026-05-28 18:00:00
Daily-Low_2026.05.27__ep1,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,VOLATILE,DOWN,DETECTOR,13.5,10.385,0.012999518536350507,105300.0,True,2026-05-28 05:15:00
Daily-Low_2026.05.27__ep4,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,6.9,9.99429,0.006903942150968204,143100.0,True,2026-05-28 15:45:00
Daily-Low_2026.05.27__ep5,w3,TRUE_BREAK_OBSERVED,Daily-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,308.1,22.62,0.13620689655172416,144000.0,True,2026-05-28 16:00:00
Equal-Low_2026.05.28 14:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,10.8,5.97214,0.01808396990023677,,False,2026-05-28 14:15:00
Asia-High_2026.05.29__ep2,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,17.3,13.005,0.013302575932333718,55800.0,True,2026-05-29 15:30:00
Asia-High_2026.05.29__ep3,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,10.9,15.70429,0.006940778602534722,57600.0,True,2026-05-29 16:00:00
Equal-Low_2026.05.29 16:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,24.9,5.83571,0.04266832998898163,,False,2026-05-29 16:30:00
Weekly-High_2026.05.17__ep3,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,222.5,45.15571,0.049273945642754814,1108800.0,True,2026-05-29 20:00:00
Daily-Low_2026.05.29__ep1,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,24.5,9.79143,0.02502188137994144,333900.0,True,2026-06-01 20:45:00
Equal-Low_2026.06.02 06:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,101.8,18.21071,0.055901170245421516,,False,2026-06-02 07:00:00
Asia-High_2026.06.02__ep5,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,117.2,14.06857,0.08330626353637934,43200.0,True,2026-06-02 12:00:00
Equal-Low_2026.06.03 09:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,3.0,11.33857,0.0026458362915252978,,False,2026-06-03 09:30:00
Equal-High_2026.06.03 13:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,47.8,6.16643,0.07751648847063859,,False,2026-06-03 13:45:00
Equal-Low_2026.06.03 14:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,1.8,17.71214,0.0010162521298950889,,False,2026-06-03 15:00:00
Equal-High_2026.06.04 04:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,29.9,9.97143,0.029985669056494402,,False,2026-06-04 04:15:00
Equal-Low_2026.06.04 09:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,10.4,4.83357,0.021516187828044285,,False,2026-06-04 10:00:00
Daily-High_2026.06.03__ep1,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,29.0,10.13643,0.0286096781608515,141300.0,True,2026-06-04 15:15:00
Daily-High_2026.06.03__ep6,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,140.3,34.07214,0.041177337261469354,158400.0,True,2026-06-04 20:00:00
Asia-Low_2026.06.05__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,322.6,97.63071,0.033042881691631665,0.0,True,2026-06-05 00:00:00
Equal-Low_2026.06.05 10:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,98.7,12.04429,0.08194754526833878,,False,2026-06-05 10:30:00
Asia-High_2026.06.05__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,39.1,14.27286,0.027394649705805286,54000.0,True,2026-06-05 15:00:00
Asia-High_2026.06.05__ep3,w3,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,679.9,18.44143,0.36868073679752594,57600.0,True,2026-06-05 16:00:00
