episode_id,window_id,true_break_event_id,sweep_event_id,timestamp,direction,side,tb_source_tf,tb_regime_at_event,tb_structure_trend_at_event,tb_atr_at_event,tb_penetration_pips,tb_penetration_per_atr,sweep_penetration_per_atr,sweep_source_tf,sweep_regime_at_event,sweep_structure_trend_at_event,regime_changed_sweep_to_break,direction_trend_aligned_at_break,regime_category_same_sweep_to_break,plus1r_before_minus1r,continuation_1atr_before_failure,retest_outcome,period
w2__BUY__seq581,w2,852,851,2026-03-23 00:00:00,BUY,Weekly-Low,PERIOD_D1,STRONG_TREND,DOWN,169.36786,202.6,0.011962127879516218,0.002059962713026924,PERIOD_M15,WEAK_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq691,w2,965,962,2026-03-25 00:00:00,BUY,Monthly-Low,PERIOD_H1,RANGING,DOWN,43.60429,713.1,0.16353895453864747,0.16353895453864747,PERIOD_H1,RANGING,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq257,w2,1120,1117,2026-03-30 17:00:00,SELL,Daily-High,PERIOD_H1,STRONG_TREND,UP,33.00643,321.8,0.09749615453716139,0.07224440571430774,PERIOD_M15,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq875,w2,1156,1154,2026-03-31 03:45:00,BUY,Equal-Low,PERIOD_M15,RANGING,DOWN,15.17786,436.0,0.2872605228932142,0.14342599407424184,PERIOD_M15,RANGING,DOWN,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq353,w2,1287,1286,2026-04-02 04:30:00,SELL,Daily-High,PERIOD_M30,WEAK_TREND,UP,23.84214,961.2,0.4031517305074125,0.03027027027027027,PERIOD_H1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq900,w2,1325,1323,2026-04-02 17:00:00,BUY,Equal-Low,PERIOD_H1,STRONG_TREND,DOWN,48.90786,534.1,0.10920535063280218,0.037044203824437585,PERIOD_M5,WEAK_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq901,w2,1332,1328,2026-04-02 17:45:00,BUY,Daily-Low,PERIOD_M15,WEAK_TREND,DOWN,25.45857,317.1,0.12455530691629577,0.012174513348039593,PERIOD_M30,WEAK_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq934,w2,1422,1420,2026-04-07 12:00:00,BUY,Equal-Low,PERIOD_H1,RANGING,DOWN,22.88429,372.8,0.1629065179649445,0.16374007936507937,PERIOD_M30,RANGING,DOWN,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq414,w2,1427,1424,2026-04-07 14:00:00,SELL,Asia-High,PERIOD_M30,RANGING,UP,19.62286,123.9,0.06314064310707003,0.013036762434352799,PERIOD_M15,RANGING,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq420,w2,1439,1433,2026-04-07 16:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,DOWN,16.81643,247.6,0.14723695814153182,0.04590358107392974,PERIOD_M15,RANGING,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq440,w2,1480,1477,2026-04-08 12:00:00,SELL,Weekly-High,PERIOD_M30,WEAK_TREND,DOWN,16.41071,64.5,0.03930360112390018,0.04771213305510611,PERIOD_M15,WEAK_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq458,w2,1533,1532,2026-04-09 06:15:00,SELL,Equal-High,PERIOD_M5,STRONG_TREND,UP,4.82214,73.6,0.15262933054618902,0.017560538442440793,PERIOD_M5,WEAK_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq990,w2,1666,1663,2026-04-13 19:30:00,BUY,Equal-Low,PERIOD_M30,RANGING,DOWN,16.34643,267.8,0.16382782050882058,0.0009358288770053475,PERIOD_M5,STRONG_TREND,DOWN,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq571,w2,1747,1741,2026-04-15 06:00:00,SELL,Daily-High,PERIOD_H1,STRONG_TREND,DOWN,20.775,224.0,0.10782190132370639,0.09451030380972897,PERIOD_M30,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq584,w2,1835,1832,2026-04-16 17:00:00,SELL,Equal-High,PERIOD_H1,RANGING,UP,15.43143,283.0,0.1833919474734357,0.12278510112395592,PERIOD_M5,WEAK_TREND,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq589,w2,1883,1880,2026-04-17 09:00:00,SELL,Equal-High,PERIOD_M30,RANGING,DOWN,10.23286,6.5,0.006352085340755175,0.015376826885317258,PERIOD_M5,WEAK_TREND,UP,True,True,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq731,w2,2062,2061,2026-04-22 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,DOWN,118.93286,274.4,0.023071840700711305,0.02307803848926667,PERIOD_M5,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq733,w2,2078,2077,2026-04-22 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,DOWN,118.93286,406.9,0.034212580106120376,0.08952208887966352,PERIOD_M15,RANGING,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq741,w2,2116,2115,2026-04-23 12:00:00,SELL,Equal-High,PERIOD_H1,STRONG_TREND,UP,19.21929,41.4,0.021540858169058274,0.07007575757575757,PERIOD_M5,STRONG_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq1245,w2,2193,2191,2026-04-24 17:15:00,BUY,Equal-Low,PERIOD_M15,RANGING,UP,14.26786,387.6,0.2716595200681812,0.09434095650516243,PERIOD_H1,RANGING,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq794,w2,2235,2234,2026-04-27 15:45:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,DOWN,6.40643,120.6,0.18824836921655272,0.06135852064772105,PERIOD_M15,WEAK_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq1298,w2,2297,2296,2026-04-28 16:00:00,BUY,Equal-Low,PERIOD_H4,STRONG_TREND,DOWN,34.795,231.9,0.06664750682569334,0.04106639552449065,PERIOD_M5,RANGING,DOWN,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq11,w3,23,22,2026-05-01 16:45:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,DOWN,6.33429,170.7,0.2694856092790194,0.15898088317745693,PERIOD_M15,STRONG_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq18,w3,110,109,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,188.8,0.018686593754639484,0.06910112359550562,PERIOD_M5,STRONG_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq19,w3,114,112,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,283.0,0.028010095511456428,0.017377108403432436,PERIOD_M5,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,FAIL,VALIDATION
w3__SELL__seq20,w3,117,116,2026-05-05 00:00:00,SELL,Asia-High,PERIOD_D1,WEAK_TREND,UP,101.035,283.0,0.028010095511456428,0.010656412066266841,PERIOD_M15,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w3__SELL__seq29,w3,135,134,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,607.0,0.06007819072598605,0.05981235340109461,PERIOD_M30,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,FAIL,VALIDATION
w3__SELL__seq30,w3,139,137,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,607.0,0.06007819072598605,0.002525734635919067,PERIOD_M30,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq31,w3,142,141,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,612.5,0.06062255653981294,0.030582867755509432,PERIOD_M5,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq32,w3,148,147,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,390.4,0.03864007522145791,0.025104372287524157,PERIOD_M5,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w3__SELL__seq36,w3,167,166,2026-05-06 15:00:00,SELL,Equal-High,PERIOD_H1,STRONG_TREND,UP,22.36286,139.9,0.06255908233562255,0.08242119682284989,PERIOD_M5,WEAK_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq103,w3,170,169,2026-05-06 17:00:00,BUY,Equal-Low,PERIOD_H1,STRONG_TREND,UP,23.43857,77.3,0.032979827694266335,0.010352742941392764,PERIOD_M5,WEAK_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq41,w3,188,187,2026-05-07 00:00:00,SELL,Asia-High,PERIOD_D1,WEAK_TREND,UP,108.14143,590.2,0.05457667796699193,0.009710861649865173,PERIOD_M15,STRONG_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq44,w3,200,198,2026-05-07 00:00:00,SELL,Weekly-High,PERIOD_D1,WEAK_TREND,UP,108.14143,389.7,0.03603614266983523,0.004873708670273572,PERIOD_H1,WEAK_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq64,w3,226,225,2026-05-07 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,108.14143,218.5,0.020205022256502433,0.02044820594309155,PERIOD_M5,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq74,w3,263,260,2026-05-08 10:30:00,SELL,Weekly-High,PERIOD_M30,WEAK_TREND,UP,15.20357,232.0,0.15259573902708376,0.009921962095875139,PERIOD_M15,WEAK_TREND,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq130,w3,332,330,2026-05-11 16:30:00,BUY,Daily-Low,PERIOD_M30,STRONG_TREND,DOWN,14.12,513.5,0.3636685552407932,0.11222926710026712,PERIOD_H1,STRONG_TREND,DOWN,False,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,HOLD,VALIDATION
w3__BUY__seq174,w3,413,411,2026-05-12 22:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,DOWN,19.785,15.7,0.007935304523629012,0.01001555677242151,PERIOD_M15,STRONG_TREND,DOWN,False,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq133,w3,569,567,2026-05-18 03:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,DOWN,13.75143,1766.2,1.2843755158554422,0.1096096289195481,PERIOD_D1,RANGING,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq186,w3,684,683,2026-05-20 04:30:00,SELL,Asia-High,PERIOD_M30,STRONG_TREND,DOWN,11.60143,989.6,0.8529982941758042,0.0848184045262951,PERIOD_D1,WEAK_TREND,DOWN,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq187,w3,693,683,2026-05-20 05:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,DOWN,14.63,1111.3,0.7596035543403964,0.0848184045262951,PERIOD_D1,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq327,w3,709,707,2026-05-20 00:00:00,BUY,Daily-Low,PERIOD_D1,WEAK_TREND,DOWN,106.79286,174.9,0.01637749939462245,0.028330891210510988,PERIOD_M15,RANGING,DOWN,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq189,w3,712,711,2026-05-20 12:30:00,SELL,Equal-High,PERIOD_M5,WEAK_TREND,UP,5.30929,117.8,0.22187524132228603,0.03219626845248636,PERIOD_M5,WEAK_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq389,w3,838,835,2026-05-22 07:00:00,BUY,Equal-Low,PERIOD_M30,STRONG_TREND,DOWN,7.885,85.2,0.10805326569435639,0.0027648124828770137,PERIOD_M5,RANGING,DOWN,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq415,w3,894,890,2026-05-25 01:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,12.34714,443.1,0.35886853149798253,0.03259485173650149,PERIOD_M15,WEAK_TREND,DOWN,False,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq416,w3,896,893,2026-05-25 02:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,12.25143,676.9,0.5525069318438746,0.00014131116982029458,PERIOD_D1,STRONG_TREND,DOWN,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq417,w3,898,893,2026-05-25 03:45:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,DOWN,4.31786,641.6,1.4859212665533392,0.00014131116982029458,PERIOD_D1,STRONG_TREND,DOWN,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w3__SELL__seq239,w3,913,911,2026-05-26 03:30:00,SELL,Daily-High,PERIOD_M30,STRONG_TREND,UP,8.58357,306.4,0.3569610313657371,0.17600547995440294,PERIOD_H1,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq243,w3,992,989,2026-05-27 08:45:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,UP,7.66643,184.7,0.2409204805887486,0.040860008666393305,PERIOD_M15,STRONG_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq549,w3,1070,1067,2026-05-28 16:00:00,BUY,Daily-Low,PERIOD_H1,RANGING,DOWN,22.62,308.1,0.13620689655172416,0.006903942150968204,PERIOD_M15,WEAK_TREND,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq248,w3,1079,1078,2026-05-28 16:00:00,SELL,Equal-High,PERIOD_H4,STRONG_TREND,UP,40.76571,486.6,0.11936502516453168,0.04652043320566187,PERIOD_M5,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq584,w3,1114,1113,2026-05-29 12:15:00,BUY,Monthly-Low,PERIOD_M15,WEAK_TREND,UP,9.10714,188.5,0.20698045709190813,0.0375865733386975,PERIOD_H1,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq317,w3,1335,1332,2026-06-05 16:00:00,SELL,Asia-High,PERIOD_H1,WEAK_TREND,DOWN,18.44143,679.9,0.36868073679752594,0.08552620211828534,PERIOD_M30,RANGING,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq321,w3,1336,1334,2026-06-05 17:00:00,SELL,Asia-High,PERIOD_H1,WEAK_TREND,DOWN,21.43429,1082.8,0.5051718531381258,0.36868073679752594,PERIOD_H1,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq327,w3,1339,1334,2026-06-05 18:15:00,SELL,Asia-High,PERIOD_M5,STRONG_TREND,DOWN,9.95571,1211.4,1.2167891591860351,0.36868073679752594,PERIOD_H1,WEAK_TREND,DOWN,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq329,w3,1341,1334,2026-06-05 19:00:00,SELL,Asia-High,PERIOD_H1,WEAK_TREND,DOWN,23.64429,1386.1,0.586230332989487,0.36868073679752594,PERIOD_H1,WEAK_TREND,DOWN,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq751,w3,1352,1351,2026-06-05 20:00:00,BUY,Equal-Low,PERIOD_H4,STRONG_TREND,DOWN,42.365,307.3,0.07253629175026556,0.033486293008957585,PERIOD_M5,WEAK_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq334,w3,1355,1353,2026-06-08 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,DOWN,102.34,1453.4,0.14201680672268907,0.14201680672268907,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq337,w3,1405,1353,2026-06-08 16:00:00,SELL,Asia-High,PERIOD_H4,STRONG_TREND,DOWN,47.17143,202.0,0.04282253050204329,0.14201680672268907,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w3__SELL__seq351,w3,1449,1446,2026-06-09 17:45:00,SELL,Daily-High,PERIOD_M15,WEAK_TREND,UP,12.57214,683.6,0.5437419564211026,0.15629701823016082,PERIOD_H1,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq352,w3,1459,1458,2026-06-09 20:00:00,SELL,Daily-High,PERIOD_H4,STRONG_TREND,DOWN,48.86929,1012.9,0.2072671814957819,0.2072671814957819,PERIOD_H4,STRONG_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq354,w3,1471,1458,2026-06-09 22:15:00,SELL,Daily-High,PERIOD_M15,WEAK_TREND,DOWN,13.43143,946.4,0.7046159641974086,0.2072671814957819,PERIOD_H4,STRONG_TREND,DOWN,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq356,w3,1478,1476,2026-06-10 01:45:00,SELL,Asia-High,PERIOD_M15,STRONG_TREND,DOWN,7.76214,1022.5,1.3172913655254865,0.09075278682616894,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq821,w3,1484,1483,2026-06-10 08:45:00,BUY,Equal-Low,PERIOD_M15,STRONG_TREND,DOWN,9.485,243.1,0.25629942013705853,0.029025371429811497,PERIOD_M5,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq827,w3,1493,1490,2026-06-10 17:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,DOWN,27.62143,71.1,0.025740883075206458,0.035677882512184,PERIOD_M15,WEAK_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq357,w3,1497,1496,2026-06-11 00:00:00,SELL,Asia-High,PERIOD_H4,STRONG_TREND,DOWN,47.35714,1759.5,0.3715384839540563,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq358,w3,1499,1496,2026-06-11 01:15:00,SELL,Asia-High,PERIOD_M15,STRONG_TREND,DOWN,10.84714,1910.4,1.7612015701834773,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq359,w3,1501,1496,2026-06-11 02:15:00,SELL,Asia-High,PERIOD_M15,STRONG_TREND,DOWN,15.04643,2172.9,1.44412993646998,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
w3__SELL__seq361,w3,1523,1522,2026-06-11 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,DOWN,109.30929,146.5,0.013402337532335998,0.02608927411756315,PERIOD_M5,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq362,w3,1525,1496,2026-06-11 12:30:00,SELL,Asia-High,PERIOD_M5,STRONG_TREND,UP,4.86857,386.1,0.7930460073491806,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq363,w3,1527,1496,2026-06-11 13:30:00,SELL,Asia-High,PERIOD_M5,WEAK_TREND,UP,5.38429,303.5,0.5636769193338398,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w3__SELL__seq365,w3,1530,1496,2026-06-11 15:00:00,SELL,Asia-High,PERIOD_M5,WEAK_TREND,UP,5.51,376.7,0.6836660617059891,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq366,w3,1535,1496,2026-06-11 16:00:00,SELL,Asia-High,PERIOD_M30,WEAK_TREND,DOWN,15.42214,361.7,0.2345329506799964,0.16096527568699787,PERIOD_D1,STRONG_TREND,DOWN,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq387,w3,1575,1574,2026-06-12 03:45:00,SELL,Daily-High,PERIOD_M5,RANGING,UP,8.32929,162.4,0.19497460167673356,0.11614219122554327,PERIOD_M15,STRONG_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq853,w3,1583,1582,2026-06-12 00:00:00,BUY,Equal-Low,PERIOD_D1,STRONG_TREND,DOWN,119.46214,279.3,0.023379792124935985,0.13082687389294037,PERIOD_M5,STRONG_TREND,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w3__BUY__seq855,w3,1588,1586,2026-06-12 00:00:00,BUY,Equal-Low,PERIOD_D1,STRONG_TREND,DOWN,119.46214,399.9,0.033475040711643034,0.1384368667159986,PERIOD_M15,STRONG_TREND,DOWN,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w3__BUY__seq858,w3,1607,1606,2026-06-12 00:00:00,BUY,Equal-Low,PERIOD_D1,STRONG_TREND,DOWN,119.46214,79.1,0.0066213446368866315,0.010813743699097147,PERIOD_M5,RANGING,DOWN,True,False,False,PLUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w3__BUY__seq860,w3,1632,1629,2026-06-15 01:30:00,BUY,Equal-Low,PERIOD_M5,VOLATILE,UP,11.50286,726.5,0.6315820587227873,0.01568705157737432,PERIOD_M5,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq475,w3,1740,1736,2026-06-17 22:00:00,SELL,Weekly-High,PERIOD_H1,WEAK_TREND,UP,22.55571,773.5,0.34292868635037427,0.3425795099200374,PERIOD_M30,WEAK_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq476,w3,1744,1726,2026-06-17 23:00:00,SELL,Weekly-High,PERIOD_H1,WEAK_TREND,UP,27.07143,1275.9,0.47130868225284,0.027127736162593914,PERIOD_H1,WEAK_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq477,w3,1748,1726,2026-06-18 00:00:00,SELL,Weekly-High,PERIOD_H4,RANGING,UP,36.09714,1056.2,0.29259935828711087,0.027127736162593914,PERIOD_H1,WEAK_TREND,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq938,w3,1804,1803,2026-06-22 04:00:00,BUY,Equal-Low,PERIOD_H1,WEAK_TREND,UP,21.52286,589.4,0.27384836401853657,0.16873026297310348,PERIOD_M30,RANGING,UP,True,True,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__BUY__seq1002,w3,1917,1916,2026-06-24 17:00:00,BUY,Equal-Low,PERIOD_M30,STRONG_TREND,DOWN,21.02571,7.1,0.0033768181906817887,0.004683377308707124,PERIOD_M5,STRONG_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w3__SELL__seq498,w3,1926,1925,2026-06-25 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,DOWN,126.88429,1128.1,0.0889077757380366,0.0889077757380366,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
