episode_id,window_id,true_break_event_id,sweep_event_id,timestamp,direction,side,tb_source_tf,tb_regime_at_event,tb_structure_trend_at_event,tb_atr_at_event,tb_penetration_pips,tb_penetration_per_atr,sweep_penetration_per_atr,sweep_source_tf,sweep_regime_at_event,sweep_structure_trend_at_event,regime_changed_sweep_to_break,direction_trend_aligned_at_break,regime_category_same_sweep_to_break,plus1r_before_minus1r,continuation_1atr_before_failure,retest_outcome,period
Daily-Low_2026.04.01__ep7,w2,1332,1328,2026-04-02 17:45:00,BUY,Daily-Low,PERIOD_M15,WEAK_TREND,DOWN,25.45857,317.1,0.12455530691629577,0.012174513348039593,PERIOD_M30,WEAK_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Asia-High_2026.04.07__ep4,w2,1427,1426,2026-04-07 14:00:00,SELL,Asia-High,PERIOD_M30,RANGING,UP,19.62286,123.9,0.06314064310707003,0.048720621642101225,PERIOD_H1,RANGING,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Asia-High_2026.04.07__ep6,w2,1439,1433,2026-04-07 16:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,DOWN,16.81643,247.6,0.14723695814153182,0.04590358107392974,PERIOD_M15,RANGING,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Weekly-High_2026.03.29__ep7,w2,1480,1479,2026-04-08 12:00:00,SELL,Weekly-High,PERIOD_M30,WEAK_TREND,DOWN,16.41071,64.5,0.03930360112390018,0.01789642878844507,PERIOD_H1,WEAK_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-Low_2026.04.13 18:25__ep1,w2,1666,1663,2026-04-13 19:30:00,BUY,Equal-Low,PERIOD_M30,RANGING,DOWN,16.34643,267.8,0.16382782050882058,0.0009358288770053475,PERIOD_M5,STRONG_TREND,DOWN,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.04.17 08:55__ep1,w2,1883,1880,2026-04-17 09:00:00,SELL,Equal-High,PERIOD_M30,RANGING,DOWN,10.23286,6.5,0.006352085340755175,0.015376826885317258,PERIOD_M5,WEAK_TREND,UP,True,True,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.04.22 04:25__ep1,w2,2062,2061,2026-04-22 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,DOWN,118.93286,274.4,0.023071840700711305,0.02307803848926667,PERIOD_M5,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.04.22 16:45__ep1,w2,2078,2077,2026-04-22 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,DOWN,118.93286,406.9,0.034212580106120376,0.08952208887966352,PERIOD_M15,RANGING,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-Low_2026.04.24 16:00__ep1,w2,2193,2191,2026-04-24 17:15:00,BUY,Equal-Low,PERIOD_M15,RANGING,UP,14.26786,387.6,0.2716595200681812,0.09434095650516243,PERIOD_H1,RANGING,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.04.27 15:15__ep1,w2,2235,2234,2026-04-27 15:45:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,DOWN,6.40643,120.6,0.18824836921655272,0.06135852064772105,PERIOD_M15,WEAK_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-Low_2026.04.28 17:55__ep1,w2,2297,2296,2026-04-28 16:00:00,BUY,Equal-Low,PERIOD_H4,STRONG_TREND,DOWN,34.795,231.9,0.06664750682569334,0.04106639552449065,PERIOD_M5,RANGING,DOWN,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Asia-Low_2026.05.01__ep6,w3,23,22,2026-05-01 16:45:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,DOWN,6.33429,170.7,0.2694856092790194,0.15898088317745693,PERIOD_M15,STRONG_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.05.05 08:10__ep1,w3,110,109,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,188.8,0.018686593754639484,0.06910112359550562,PERIOD_M5,STRONG_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
Equal-High_2026.05.05 21:25__ep1,w3,148,147,2026-05-05 00:00:00,SELL,Equal-High,PERIOD_D1,WEAK_TREND,UP,101.035,390.4,0.03864007522145791,0.025104372287524157,PERIOD_M5,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,AMBIGUOUS,VALIDATION
Weekly-High_2026.04.26__ep13,w3,263,260,2026-05-08 10:30:00,SELL,Weekly-High,PERIOD_M30,WEAK_TREND,UP,15.20357,232.0,0.15259573902708376,0.009921962095875139,PERIOD_M15,WEAK_TREND,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Daily-Low_2026.05.08__ep13,w3,332,330,2026-05-11 16:30:00,BUY,Daily-Low,PERIOD_M30,STRONG_TREND,DOWN,14.12,513.5,0.3636685552407932,0.11222926710026712,PERIOD_H1,STRONG_TREND,DOWN,False,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,HOLD,VALIDATION
Equal-Low_2026.05.22 06:10__ep1,w3,838,835,2026-05-22 07:00:00,BUY,Equal-Low,PERIOD_M30,STRONG_TREND,DOWN,7.885,85.2,0.10805326569435639,0.0027648124828770137,PERIOD_M5,RANGING,DOWN,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.05.27 08:00__ep1,w3,992,989,2026-05-27 08:45:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,UP,7.66643,184.7,0.2409204805887486,0.040860008666393305,PERIOD_M15,STRONG_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Daily-Low_2026.05.27__ep5,w3,1070,1069,2026-05-28 16:00:00,BUY,Daily-Low,PERIOD_H1,RANGING,DOWN,22.62,308.1,0.13620689655172416,0.13620689655172416,PERIOD_H1,RANGING,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.06.11 11:55__ep1,w3,1523,1522,2026-06-11 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,DOWN,109.30929,146.5,0.013402337532335998,0.02608927411756315,PERIOD_M5,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.07.08 09:25__ep1,w4,176,175,2026-07-08 10:15:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,UP,6.73714,137.5,0.2040925377830949,0.045498918065633796,PERIOD_M5,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Daily-High_2026.07.13__ep2,w4,381,380,2026-07-14 00:00:00,SELL,Daily-High,PERIOD_D1,WEAK_TREND,DOWN,104.02643,1013.4,0.09741755052057444,0.14889867891538947,PERIOD_H1,WEAK_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
Equal-Low_2026.07.15 15:00__ep1,w4,426,421,2026-07-15 16:00:00,BUY,Equal-Low,PERIOD_H4,WEAK_TREND,DOWN,36.44857,248.6,0.06820569366644563,0.17068314452454517,PERIOD_H1,STRONG_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-High_2026.08.06 11:00__ep1,w4,978,976,2026-08-06 00:00:00,SELL,Equal-High,PERIOD_D1,RANGING,UP,87.58143,217.3,0.024811195706669783,0.005200222825986297,PERIOD_M30,WEAK_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Weekly-High_2026.08.02__ep20,w4,1306,1297,2026-08-13 22:15:00,SELL,Weekly-High,PERIOD_M5,WEAK_TREND,UP,3.59643,249.7,0.6942996249058094,0.06035911602209945,PERIOD_M30,WEAK_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Daily-Low_2026.08.13__ep3,w4,1320,1319,2026-08-14 15:30:00,BUY,Daily-Low,PERIOD_M30,STRONG_TREND,DOWN,9.97214,364.1,0.3651172165653511,0.03369276861233828,PERIOD_H1,WEAK_TREND,DOWN,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
Equal-Low_2026.08.18 16:00__ep1,w4,1397,1392,2026-08-18 16:45:00,BUY,Equal-Low,PERIOD_M15,RANGING,UP,8.325,124.5,0.14954954954954958,0.11165737226754789,PERIOD_M15,RANGING,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
Asia-Low_2026.08.20__ep1,w4,1480,1479,2026-08-20 05:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,12.91643,1565.4,1.2119447866012514,0.18425472018638062,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
